,prospect_id,industry,business_size,region,offer_type,acquisition_channel,credit_score_band,years_in_business,mailer_sent_date,response_date,response_flag,acquisition_flag,mailing_cost_usd,estimated_monthly_charge_volume_usd,roi,cost_per_acquisition,prospect_value_tier,days_to_respond,year_month
30785,130785,Technology,Small (10-49),Southeast,No Annual Fee,Past Inquiry,700-749,7-15 yrs,2023-05-18,,0,0,1.63,0.0,-1.0,,Not Acquired,,2023-05
30786,130786,Logistics,Small (10-49),Southwest,0% Intro APR,Cold List,700-749,1-3 yrs,2023-05-12,,0,0,1.95,0.0,-1.0,,Not Acquired,,2023-05
30787,130787,Education,Small (10-49),Southeast,No Annual Fee,Cold List,650-699,1-3 yrs,2023-05-17,,0,0,1.62,0.0,-1.0,,Not Acquired,,2023-05
30788,130788,Healthcare,Micro (1-9),Northeast,Travel Miles 2x,Lookalike Audience,750-799,15+ yrs,2024-11-27,,0,0,2.32,0.0,-1.0,,Not Acquired,,2024-11
30789,130789,Finance,Large (250+),Midwest,0% Intro APR,Past Inquiry,800+,3-7 yrs,2024-12-16,,0,0,1.94,0.0,-1.0,,Not Acquired,,2024-12
30790,130790,Healthcare,Small (10-49),West,Rewards Points 3x,Past Inquiry,800+,3-7 yrs,2023-08-14,,0,0,2.01,0.0,-1.0,,Not Acquired,,2023-08
30791,130791,Finance,Small (10-49),West,0% Intro APR,Lookalike Audience,700-749,7-15 yrs,2023-10-03,,0,0,1.99,0.0,-1.0,,Not Acquired,,2023-10
30792,130792,Technology,Small (10-49),Northeast,Cash Back 2%,Cold List,750-799,1-3 yrs,2024-09-20,,0,0,1.73,0.0,-1.0,,Not Acquired,,2024-09
30793,130793,Construction,Small (10-49),Southeast,No Annual Fee,Cold List,700-749,3-7 yrs,2024-08-25,,0,0,1.67,0.0,-1.0,,Not Acquired,,2024-08
30794,130794,Manufacturing,Small (10-49),Midwest,Travel Miles 2x,Cold List,700-749,7-15 yrs,2024-07-11,,0,0,2.19,0.0,-1.0,,Not Acquired,,2024-07
30795,130795,Construction,Medium (50-249),Southwest,Travel Miles 2x,Past Inquiry,700-749,1-3 yrs,2023-02-10,,0,0,2.21,0.0,-1.0,,Not Acquired,,2023-02
30796,130796,Logistics,Large (250+),West,Rewards Points 3x,Lookalike Audience,700-749,7-15 yrs,2023-03-16,,0,0,2.02,0.0,-1.0,,Not Acquired,,2023-03
30797,130797,Hospitality,Micro (1-9),West,0% Intro APR,Cold List,750-799,7-15 yrs,2023-08-02,,0,0,2.0,0.0,-1.0,,Not Acquired,,2023-08
30798,130798,Education,Small (10-49),West,Travel Miles 2x,Partner Referral,700-749,3-7 yrs,2024-03-24,,0,0,2.21,0.0,-1.0,,Not Acquired,,2024-03
30799,130799,Real Estate,Medium (50-249),West,Rewards Points 3x,Cold List,700-749,3-7 yrs,2024-03-09,,0,0,2.09,0.0,-1.0,,Not Acquired,,2024-03
30800,130800,Logistics,Small (10-49),Southwest,Rewards Points 3x,Past Inquiry,600-649,15+ yrs,2024-07-21,,0,0,2.16,0.0,-1.0,,Not Acquired,,2024-07
30801,130801,Education,Micro (1-9),West,Travel Miles 2x,Past Inquiry,800+,15+ yrs,2023-08-15,,0,0,2.27,0.0,-1.0,,Not Acquired,,2023-08
30802,130802,Hospitality,Micro (1-9),Southwest,0% Intro APR,Lookalike Audience,800+,7-15 yrs,2024-03-07,,0,0,1.98,0.0,-1.0,,Not Acquired,,2024-03
30803,130803,Retail,Medium (50-249),West,Rewards Points 3x,Partner Referral,700-749,15+ yrs,2024-05-14,,0,0,2.12,0.0,-1.0,,Not Acquired,,2024-05
30804,130804,Manufacturing,Micro (1-9),Midwest,Cash Back 2%,Past Inquiry,800+,3-7 yrs,2024-01-02,2024-01-28,1,0,1.72,0.0,-1.0,,Not Acquired,26 days,2024-01
30805,130805,Retail,Small (10-49),Midwest,Cash Back 2%,Cold List,800+,7-15 yrs,2023-01-17,,0,0,1.82,0.0,-1.0,,Not Acquired,,2023-01
30806,130806,Finance,Small (10-49),Southwest,No Annual Fee,Past Inquiry,600-649,15+ yrs,2023-04-07,,0,0,1.59,0.0,-1.0,,Not Acquired,,2023-04
30807,130807,Manufacturing,Micro (1-9),Northeast,Rewards Points 3x,Past Inquiry,650-699,1-3 yrs,2024-04-30,,0,0,2.0,0.0,-1.0,,Not Acquired,,2024-04
30808,130808,Education,Micro (1-9),Southeast,Cash Back 2%,Cold List,600-649,1-3 yrs,2024-04-08,,0,0,1.8,0.0,-1.0,,Not Acquired,,2024-04
30809,130809,Manufacturing,Large (250+),Southwest,Cash Back 2%,Past Inquiry,650-699,3-7 yrs,2024-09-21,,0,0,1.81,0.0,-1.0,,Not Acquired,,2024-09
30810,130810,Real Estate,Micro (1-9),Southeast,No Annual Fee,Cold List,700-749,7-15 yrs,2023-03-15,,0,0,1.59,0.0,-1.0,,Not Acquired,,2023-03
30811,130811,Healthcare,Medium (50-249),West,Travel Miles 2x,Partner Referral,700-749,15+ yrs,2023-12-02,,0,0,2.21,0.0,-1.0,,Not Acquired,,2023-12
30812,130812,Real Estate,Small (10-49),Southwest,Cash Back 2%,Partner Referral,800+,3-7 yrs,2023-06-03,,0,0,1.83,0.0,-1.0,,Not Acquired,,2023-06
30813,130813,Manufacturing,Large (250+),Northeast,0% Intro APR,Cold List,650-699,3-7 yrs,2024-10-12,2024-10-28,1,0,2.03,0.0,-1.0,,Not Acquired,16 days,2024-10
30814,130814,Manufacturing,Large (250+),Southwest,0% Intro APR,Cold List,800+,3-7 yrs,2023-10-10,,0,0,1.92,0.0,-1.0,,Not Acquired,,2023-10
30815,130815,Technology,Micro (1-9),West,No Annual Fee,Partner Referral,750-799,3-7 yrs,2024-02-18,,0,0,1.69,0.0,-1.0,,Not Acquired,,2024-02
30816,130816,Technology,Small (10-49),Northeast,Rewards Points 3x,Cold List,750-799,7-15 yrs,2023-05-04,,0,0,2.04,0.0,-1.0,,Not Acquired,,2023-05
30817,130817,Healthcare,Small (10-49),Southeast,0% Intro APR,Partner Referral,750-799,15+ yrs,2023-10-08,2023-10-24,1,1,1.91,9070.53,93.9794,1.91,Mid Value,16 days,2023-10
30818,130818,Technology,Micro (1-9),Northeast,0% Intro APR,Past Inquiry,750-799,3-7 yrs,2023-01-28,,0,0,1.86,0.0,-1.0,,Not Acquired,,2023-01
30819,130819,Education,Micro (1-9),Southeast,Travel Miles 2x,Lookalike Audience,600-649,7-15 yrs,2024-09-23,,0,0,2.18,0.0,-1.0,,Not Acquired,,2024-09
30820,130820,Real Estate,Micro (1-9),Southeast,Travel Miles 2x,Partner Referral,700-749,15+ yrs,2023-06-18,,0,0,2.2,0.0,-1.0,,Not Acquired,,2023-06
30821,130821,Real Estate,Micro (1-9),Southeast,No Annual Fee,Cold List,700-749,7-15 yrs,2023-08-05,,0,0,1.58,0.0,-1.0,,Not Acquired,,2023-08
30822,130822,Hospitality,Small (10-49),Midwest,No Annual Fee,Partner Referral,700-749,3-7 yrs,2023-09-09,,0,0,1.62,0.0,-1.0,,Not Acquired,,2023-09
30823,130823,Education,Small (10-49),West,Rewards Points 3x,Cold List,800+,7-15 yrs,2023-12-25,,0,0,2.05,0.0,-1.0,,Not Acquired,,2023-12
30824,130824,Manufacturing,Medium (50-249),Northeast,0% Intro APR,Partner Referral,800+,15+ yrs,2023-03-06,,0,0,1.94,0.0,-1.0,,Not Acquired,,2023-03
30825,130825,Retail,Small (10-49),Midwest,0% Intro APR,Cold List,700-749,7-15 yrs,2024-04-13,,0,0,1.86,0.0,-1.0,,Not Acquired,,2024-04
30826,130826,Logistics,Small (10-49),Midwest,Rewards Points 3x,Lookalike Audience,700-749,3-7 yrs,2023-11-08,,0,0,2.2,0.0,-1.0,,Not Acquired,,2023-11
30827,130827,Finance,Small (10-49),Northeast,Cash Back 2%,Partner Referral,600-649,3-7 yrs,2024-02-09,,0,0,1.83,0.0,-1.0,,Not Acquired,,2024-02
30828,130828,Technology,Medium (50-249),Northeast,Rewards Points 3x,Partner Referral,650-699,3-7 yrs,2024-01-05,,0,0,2.2,0.0,-1.0,,Not Acquired,,2024-01
30829,130829,Education,Small (10-49),Southeast,No Annual Fee,Cold List,750-799,15+ yrs,2024-03-20,,0,0,1.63,0.0,-1.0,,Not Acquired,,2024-03
30830,130830,Construction,Small (10-49),Midwest,Travel Miles 2x,Partner Referral,650-699,<1 yr,2023-11-11,,0,0,2.21,0.0,-1.0,,Not Acquired,,2023-11
30831,130831,Real Estate,Medium (50-249),Southeast,Travel Miles 2x,Lookalike Audience,700-749,15+ yrs,2023-05-24,,0,0,2.15,0.0,-1.0,,Not Acquired,,2023-05
30832,130832,Technology,Small (10-49),Southwest,No Annual Fee,Cold List,750-799,1-3 yrs,2024-01-21,,0,0,1.71,0.0,-1.0,,Not Acquired,,2024-01
30833,130833,Technology,Small (10-49),Northeast,Rewards Points 3x,Lookalike Audience,700-749,3-7 yrs,2023-02-23,,0,0,2.14,0.0,-1.0,,Not Acquired,,2023-02
30834,130834,Education,Small (10-49),Midwest,0% Intro APR,Lookalike Audience,700-749,7-15 yrs,2023-04-23,,0,0,1.86,0.0,-1.0,,Not Acquired,,2023-04
30835,130835,Healthcare,Micro (1-9),Southeast,Travel Miles 2x,Cold List,650-699,15+ yrs,2024-07-16,,0,0,2.15,0.0,-1.0,,Not Acquired,,2024-07
30836,130836,Manufacturing,Small (10-49),Midwest,Rewards Points 3x,Past Inquiry,800+,15+ yrs,2024-01-28,,0,0,2.13,0.0,-1.0,,Not Acquired,,2024-01
30837,130837,Real Estate,Large (250+),Midwest,Rewards Points 3x,Cold List,700-749,1-3 yrs,2023-09-10,,0,0,2.09,0.0,-1.0,,Not Acquired,,2023-09
30838,130838,Retail,Micro (1-9),Midwest,Travel Miles 2x,Partner Referral,650-699,7-15 yrs,2024-05-16,,0,0,2.17,0.0,-1.0,,Not Acquired,,2024-05
30839,130839,Education,Micro (1-9),Southwest,Cash Back 2%,Cold List,600-649,15+ yrs,2023-05-12,,0,0,1.74,0.0,-1.0,,Not Acquired,,2023-05
30840,130840,Education,Small (10-49),Southeast,0% Intro APR,Past Inquiry,600-649,<1 yr,2024-01-24,,0,0,1.85,0.0,-1.0,,Not Acquired,,2024-01
30841,130841,Education,Micro (1-9),Northeast,0% Intro APR,Partner Referral,700-749,15+ yrs,2023-08-12,,0,0,1.86,0.0,-1.0,,Not Acquired,,2023-08
30842,130842,Technology,Medium (50-249),Northeast,0% Intro APR,Lookalike Audience,650-699,1-3 yrs,2023-03-10,,0,0,2.04,0.0,-1.0,,Not Acquired,,2023-03
30843,130843,Logistics,Small (10-49),Northeast,0% Intro APR,Past Inquiry,800+,7-15 yrs,2024-08-04,,0,0,1.98,0.0,-1.0,,Not Acquired,,2024-08
30844,130844,Retail,Large (250+),West,Travel Miles 2x,Lookalike Audience,800+,1-3 yrs,2024-08-21,,0,0,2.25,0.0,-1.0,,Not Acquired,,2024-08
30845,130845,Technology,Micro (1-9),Northeast,Cash Back 2%,Cold List,750-799,15+ yrs,2024-01-01,,0,0,1.78,0.0,-1.0,,Not Acquired,,2024-01
30846,130846,Retail,Small (10-49),Southwest,Rewards Points 3x,Cold List,700-749,1-3 yrs,2024-10-20,,0,0,2.02,0.0,-1.0,,Not Acquired,,2024-10
30847,130847,Finance,Small (10-49),Northeast,No Annual Fee,Lookalike Audience,700-749,1-3 yrs,2024-01-26,,0,0,1.64,0.0,-1.0,,Not Acquired,,2024-01
30848,130848,Healthcare,Micro (1-9),West,No Annual Fee,Partner Referral,600-649,15+ yrs,2024-09-19,,0,0,1.62,0.0,-1.0,,Not Acquired,,2024-09
30849,130849,Construction,Medium (50-249),Northeast,No Annual Fee,Cold List,700-749,15+ yrs,2024-10-10,,0,0,1.58,0.0,-1.0,,Not Acquired,,2024-10
30850,130850,Technology,Medium (50-249),Midwest,0% Intro APR,Past Inquiry,650-699,15+ yrs,2023-12-09,,0,0,1.92,0.0,-1.0,,Not Acquired,,2023-12
30851,130851,Logistics,Micro (1-9),Southwest,No Annual Fee,Cold List,800+,7-15 yrs,2023-12-31,,0,0,1.62,0.0,-1.0,,Not Acquired,,2023-12
30852,130852,Finance,Large (250+),Midwest,Rewards Points 3x,Lookalike Audience,700-749,7-15 yrs,2024-08-19,,0,0,2.15,0.0,-1.0,,Not Acquired,,2024-08
30853,130853,Finance,Small (10-49),Midwest,Cash Back 2%,Lookalike Audience,700-749,1-3 yrs,2023-06-11,,0,0,1.89,0.0,-1.0,,Not Acquired,,2023-06
30854,130854,Construction,Small (10-49),Southwest,0% Intro APR,Cold List,600-649,1-3 yrs,2024-10-16,2024-10-28,1,1,1.99,10932.16,108.871,1.99,Mid Value,12 days,2024-10
30855,130855,Logistics,Small (10-49),Northeast,Travel Miles 2x,Partner Referral,750-799,15+ yrs,2024-05-12,,0,0,2.21,0.0,-1.0,,Not Acquired,,2024-05
30856,130856,Logistics,Micro (1-9),Southeast,Cash Back 2%,Cold List,600-649,1-3 yrs,2024-12-02,,0,0,1.75,0.0,-1.0,,Not Acquired,,2024-12
30857,130857,Hospitality,Small (10-49),Midwest,Cash Back 2%,Cold List,700-749,3-7 yrs,2024-03-25,,0,0,1.78,0.0,-1.0,,Not Acquired,,2024-03
30858,130858,Retail,Micro (1-9),Northeast,No Annual Fee,Past Inquiry,800+,15+ yrs,2024-01-20,,0,0,1.7,0.0,-1.0,,Not Acquired,,2024-01
30859,130859,Construction,Micro (1-9),Southwest,Travel Miles 2x,Cold List,700-749,3-7 yrs,2023-09-27,,0,0,2.24,0.0,-1.0,,Not Acquired,,2023-09
30860,130860,Hospitality,Small (10-49),Northeast,Cash Back 2%,Partner Referral,600-649,3-7 yrs,2023-04-05,,0,0,1.8,0.0,-1.0,,Not Acquired,,2023-04
30861,130861,Finance,Large (250+),Midwest,Travel Miles 2x,Past Inquiry,700-749,7-15 yrs,2023-11-02,2023-11-28,1,1,2.24,109485.43,976.5485,2.24,High Value,26 days,2023-11
30862,130862,Technology,Medium (50-249),Southeast,Rewards Points 3x,Lookalike Audience,650-699,7-15 yrs,2023-02-16,,0,0,2.14,0.0,-1.0,,Not Acquired,,2023-02
30863,130863,Finance,Micro (1-9),Southeast,Travel Miles 2x,Lookalike Audience,800+,7-15 yrs,2023-01-27,,0,0,2.22,0.0,-1.0,,Not Acquired,,2023-01
30864,130864,Education,Small (10-49),Northeast,0% Intro APR,Cold List,700-749,3-7 yrs,2023-08-10,,0,0,1.97,0.0,-1.0,,Not Acquired,,2023-08
30865,130865,Construction,Small (10-49),Southwest,No Annual Fee,Partner Referral,650-699,7-15 yrs,2024-07-14,,0,0,1.68,0.0,-1.0,,Not Acquired,,2024-07
30866,130866,Retail,Small (10-49),Southeast,No Annual Fee,Cold List,800+,15+ yrs,2023-11-28,,0,0,1.68,0.0,-1.0,,Not Acquired,,2023-11
30867,130867,Logistics,Small (10-49),West,Rewards Points 3x,Partner Referral,750-799,3-7 yrs,2023-01-03,,0,0,2.17,0.0,-1.0,,Not Acquired,,2023-01
30868,130868,Technology,Micro (1-9),West,Rewards Points 3x,Partner Referral,600-649,15+ yrs,2023-07-03,,0,0,2.06,0.0,-1.0,,Not Acquired,,2023-07
30869,130869,Healthcare,Micro (1-9),Northeast,0% Intro APR,Partner Referral,650-699,15+ yrs,2023-12-09,,0,0,1.87,0.0,-1.0,,Not Acquired,,2023-12
30870,130870,Retail,Small (10-49),West,Rewards Points 3x,Cold List,700-749,3-7 yrs,2023-12-18,,0,0,2.04,0.0,-1.0,,Not Acquired,,2023-12
30871,130871,Healthcare,Micro (1-9),Southeast,Rewards Points 3x,Lookalike Audience,700-749,3-7 yrs,2023-03-07,,0,0,2.0,0.0,-1.0,,Not Acquired,,2023-03
30872,130872,Hospitality,Small (10-49),Northeast,Travel Miles 2x,Cold List,750-799,15+ yrs,2023-08-02,,0,0,2.36,0.0,-1.0,,Not Acquired,,2023-08
30873,130873,Education,Micro (1-9),West,No Annual Fee,Partner Referral,650-699,3-7 yrs,2023-10-05,,0,0,1.66,0.0,-1.0,,Not Acquired,,2023-10
30874,130874,Hospitality,Micro (1-9),Southeast,Travel Miles 2x,Cold List,750-799,1-3 yrs,2023-10-23,,0,0,2.34,0.0,-1.0,,Not Acquired,,2023-10
30875,130875,Technology,Small (10-49),Southeast,No Annual Fee,Lookalike Audience,650-699,<1 yr,2024-11-30,,0,0,1.72,0.0,-1.0,,Not Acquired,,2024-11
30876,130876,Real Estate,Small (10-49),Midwest,Rewards Points 3x,Lookalike Audience,700-749,<1 yr,2023-09-19,,0,0,2.13,0.0,-1.0,,Not Acquired,,2023-09
30877,130877,Hospitality,Micro (1-9),Northeast,0% Intro APR,Past Inquiry,650-699,15+ yrs,2024-07-16,,0,0,1.91,0.0,-1.0,,Not Acquired,,2024-07
30878,130878,Real Estate,Micro (1-9),Southeast,Cash Back 2%,Cold List,600-649,15+ yrs,2024-02-13,,0,0,1.73,0.0,-1.0,,Not Acquired,,2024-02
30879,130879,Technology,Medium (50-249),West,0% Intro APR,Lookalike Audience,700-749,7-15 yrs,2024-05-07,,0,0,2.0,0.0,-1.0,,Not Acquired,,2024-05
30880,130880,Real Estate,Small (10-49),Southwest,0% Intro APR,Cold List,700-749,15+ yrs,2023-05-25,,0,0,1.86,0.0,-1.0,,Not Acquired,,2023-05
30881,130881,Healthcare,Small (10-49),Midwest,Travel Miles 2x,Partner Referral,600-649,3-7 yrs,2023-07-04,,0,0,2.17,0.0,-1.0,,Not Acquired,,2023-07
30882,130882,Technology,Medium (50-249),Midwest,Travel Miles 2x,Cold List,750-799,7-15 yrs,2024-06-30,,0,0,2.23,0.0,-1.0,,Not Acquired,,2024-06
30883,130883,Logistics,Micro (1-9),West,Cash Back 2%,Lookalike Audience,700-749,7-15 yrs,2024-07-02,,0,0,1.72,0.0,-1.0,,Not Acquired,,2024-07
30884,130884,Technology,Micro (1-9),Midwest,Rewards Points 3x,Lookalike Audience,700-749,7-15 yrs,2023-08-23,,0,0,2.17,0.0,-1.0,,Not Acquired,,2023-08
30885,130885,Healthcare,Small (10-49),Northeast,0% Intro APR,Past Inquiry,800+,7-15 yrs,2024-08-09,,0,0,1.93,0.0,-1.0,,Not Acquired,,2024-08
30886,130886,Hospitality,Small (10-49),West,0% Intro APR,Cold List,650-699,1-3 yrs,2023-01-01,,0,0,2.04,0.0,-1.0,,Not Acquired,,2023-01
30887,130887,Retail,Micro (1-9),Northeast,Rewards Points 3x,Cold List,700-749,1-3 yrs,2023-11-04,,0,0,2.12,0.0,-1.0,,Not Acquired,,2023-11
30888,130888,Logistics,Small (10-49),Southwest,No Annual Fee,Cold List,700-749,1-3 yrs,2024-04-25,,0,0,1.71,0.0,-1.0,,Not Acquired,,2024-04
30889,130889,Finance,Micro (1-9),Midwest,0% Intro APR,Cold List,750-799,15+ yrs,2023-09-04,,0,0,1.88,0.0,-1.0,,Not Acquired,,2023-09
30890,130890,Hospitality,Micro (1-9),Northeast,Rewards Points 3x,Past Inquiry,750-799,3-7 yrs,2023-08-28,,0,0,2.08,0.0,-1.0,,Not Acquired,,2023-08
30891,130891,Logistics,Micro (1-9),Southwest,Cash Back 2%,Cold List,800+,<1 yr,2023-03-09,,0,0,1.8,0.0,-1.0,,Not Acquired,,2023-03
30892,130892,Technology,Small (10-49),Southeast,No Annual Fee,Partner Referral,650-699,3-7 yrs,2023-09-16,,0,0,1.62,0.0,-1.0,,Not Acquired,,2023-09
30893,130893,Retail,Small (10-49),Midwest,Rewards Points 3x,Cold List,700-749,7-15 yrs,2024-01-05,,0,0,2.09,0.0,-1.0,,Not Acquired,,2024-01
30894,130894,Manufacturing,Small (10-49),West,Rewards Points 3x,Cold List,700-749,1-3 yrs,2023-10-10,,0,0,2.16,0.0,-1.0,,Not Acquired,,2023-10
30895,130895,Logistics,Small (10-49),Southeast,Travel Miles 2x,Lookalike Audience,800+,15+ yrs,2024-01-23,,0,0,2.29,0.0,-1.0,,Not Acquired,,2024-01
30896,130896,Manufacturing,Small (10-49),Southeast,Travel Miles 2x,Past Inquiry,650-699,1-3 yrs,2024-12-13,,0,0,2.34,0.0,-1.0,,Not Acquired,,2024-12
30897,130897,Education,Micro (1-9),Northeast,Travel Miles 2x,Lookalike Audience,750-799,15+ yrs,2023-03-27,,0,0,2.17,0.0,-1.0,,Not Acquired,,2023-03
30898,130898,Real Estate,Medium (50-249),Northeast,Cash Back 2%,Lookalike Audience,650-699,3-7 yrs,2024-01-18,,0,0,1.72,0.0,-1.0,,Not Acquired,,2024-01
30899,130899,Healthcare,Micro (1-9),Northeast,0% Intro APR,Cold List,750-799,3-7 yrs,2024-12-04,,0,0,2.01,0.0,-1.0,,Not Acquired,,2024-12
30900,130900,Manufacturing,Small (10-49),West,Rewards Points 3x,Past Inquiry,650-699,<1 yr,2024-05-08,,0,0,2.04,0.0,-1.0,,Not Acquired,,2024-05
30901,130901,Healthcare,Small (10-49),West,Cash Back 2%,Cold List,700-749,1-3 yrs,2023-10-27,,0,0,1.82,0.0,-1.0,,Not Acquired,,2023-10
30902,130902,Healthcare,Small (10-49),Midwest,Cash Back 2%,Cold List,800+,15+ yrs,2024-08-17,,0,0,1.87,0.0,-1.0,,Not Acquired,,2024-08
30903,130903,Technology,Micro (1-9),Midwest,Travel Miles 2x,Cold List,800+,1-3 yrs,2023-07-22,,0,0,2.21,0.0,-1.0,,Not Acquired,,2023-07
30904,130904,Technology,Small (10-49),Southwest,Travel Miles 2x,Lookalike Audience,750-799,7-15 yrs,2023-06-02,,0,0,2.33,0.0,-1.0,,Not Acquired,,2023-06
30905,130905,Retail,Micro (1-9),West,Travel Miles 2x,Cold List,650-699,15+ yrs,2024-01-02,,0,0,2.34,0.0,-1.0,,Not Acquired,,2024-01
30906,130906,Real Estate,Medium (50-249),Southwest,0% Intro APR,Lookalike Audience,700-749,1-3 yrs,2023-04-06,,0,0,1.96,0.0,-1.0,,Not Acquired,,2023-04
30907,130907,Real Estate,Small (10-49),Midwest,Rewards Points 3x,Cold List,650-699,7-15 yrs,2023-04-28,,0,0,2.14,0.0,-1.0,,Not Acquired,,2023-04
30908,130908,Hospitality,Large (250+),Midwest,0% Intro APR,Lookalike Audience,750-799,15+ yrs,2023-09-24,,0,0,1.92,0.0,-1.0,,Not Acquired,,2023-09
30909,130909,Logistics,Small (10-49),West,No Annual Fee,Partner Referral,750-799,3-7 yrs,2024-12-14,,0,0,1.67,0.0,-1.0,,Not Acquired,,2024-12
30910,130910,Retail,Medium (50-249),Southwest,Travel Miles 2x,Past Inquiry,750-799,3-7 yrs,2024-08-25,,0,0,2.18,0.0,-1.0,,Not Acquired,,2024-08
30911,130911,Construction,Large (250+),Southeast,No Annual Fee,Lookalike Audience,750-799,15+ yrs,2024-04-13,,0,0,1.65,0.0,-1.0,,Not Acquired,,2024-04
30912,130912,Technology,Large (250+),Southeast,Travel Miles 2x,Lookalike Audience,800+,1-3 yrs,2024-06-22,,0,0,2.25,0.0,-1.0,,Not Acquired,,2024-06
30913,130913,Hospitality,Small (10-49),Southwest,Rewards Points 3x,Lookalike Audience,800+,3-7 yrs,2024-06-13,,0,0,2.07,0.0,-1.0,,Not Acquired,,2024-06
30914,130914,Manufacturing,Medium (50-249),Northeast,0% Intro APR,Cold List,800+,<1 yr,2024-04-22,,0,0,1.92,0.0,-1.0,,Not Acquired,,2024-04
30915,130915,Manufacturing,Small (10-49),Midwest,0% Intro APR,Cold List,650-699,7-15 yrs,2024-08-26,,0,0,1.96,0.0,-1.0,,Not Acquired,,2024-08
30916,130916,Education,Micro (1-9),West,Cash Back 2%,Cold List,600-649,15+ yrs,2023-11-21,,0,0,1.74,0.0,-1.0,,Not Acquired,,2023-11
30917,130917,Education,Medium (50-249),Midwest,Travel Miles 2x,Cold List,600-649,3-7 yrs,2023-08-07,,0,0,2.14,0.0,-1.0,,Not Acquired,,2023-08
30918,130918,Technology,Large (250+),Northeast,0% Intro APR,Cold List,650-699,7-15 yrs,2023-03-07,,0,0,1.94,0.0,-1.0,,Not Acquired,,2023-03
30919,130919,Manufacturing,Micro (1-9),Southeast,0% Intro APR,Lookalike Audience,750-799,15+ yrs,2023-05-18,,0,0,1.99,0.0,-1.0,,Not Acquired,,2023-05
30920,130920,Hospitality,Small (10-49),Midwest,Cash Back 2%,Cold List,750-799,3-7 yrs,2024-12-05,,0,0,1.82,0.0,-1.0,,Not Acquired,,2024-12
30921,130921,Education,Small (10-49),Southeast,Travel Miles 2x,Lookalike Audience,650-699,<1 yr,2023-01-09,,0,0,2.25,0.0,-1.0,,Not Acquired,,2023-01
30922,130922,Hospitality,Medium (50-249),West,Travel Miles 2x,Past Inquiry,650-699,7-15 yrs,2023-10-24,,0,0,2.2,0.0,-1.0,,Not Acquired,,2023-10
30923,130923,Logistics,Small (10-49),Southeast,0% Intro APR,Lookalike Audience,700-749,1-3 yrs,2023-01-15,,0,0,1.94,0.0,-1.0,,Not Acquired,,2023-01
30924,130924,Healthcare,Micro (1-9),Midwest,0% Intro APR,Lookalike Audience,700-749,15+ yrs,2024-08-20,,0,0,2.01,0.0,-1.0,,Not Acquired,,2024-08
30925,130925,Manufacturing,Micro (1-9),Midwest,No Annual Fee,Past Inquiry,700-749,<1 yr,2023-11-26,,0,0,1.63,0.0,-1.0,,Not Acquired,,2023-11
30926,130926,Real Estate,Small (10-49),West,Cash Back 2%,Lookalike Audience,750-799,7-15 yrs,2023-10-20,,0,0,1.86,0.0,-1.0,,Not Acquired,,2023-10
30927,130927,Real Estate,Medium (50-249),Southeast,0% Intro APR,Past Inquiry,650-699,3-7 yrs,2023-09-07,,0,0,1.99,0.0,-1.0,,Not Acquired,,2023-09
30928,130928,Manufacturing,Micro (1-9),Midwest,0% Intro APR,Cold List,650-699,15+ yrs,2024-03-27,,0,0,1.94,0.0,-1.0,,Not Acquired,,2024-03
30929,130929,Construction,Micro (1-9),West,No Annual Fee,Lookalike Audience,700-749,1-3 yrs,2024-05-22,,0,0,1.57,0.0,-1.0,,Not Acquired,,2024-05
30930,130930,Hospitality,Micro (1-9),West,0% Intro APR,Cold List,650-699,1-3 yrs,2024-10-28,,0,0,1.89,0.0,-1.0,,Not Acquired,,2024-10
30931,130931,Logistics,Micro (1-9),West,No Annual Fee,Partner Referral,750-799,3-7 yrs,2024-03-21,,0,0,1.65,0.0,-1.0,,Not Acquired,,2024-03
30932,130932,Logistics,Micro (1-9),Midwest,Cash Back 2%,Lookalike Audience,750-799,15+ yrs,2024-03-11,,0,0,1.74,0.0,-1.0,,Not Acquired,,2024-03
30933,130933,Retail,Small (10-49),Midwest,Travel Miles 2x,Lookalike Audience,750-799,3-7 yrs,2023-04-08,,0,0,2.18,0.0,-1.0,,Not Acquired,,2023-04
30934,130934,Education,Micro (1-9),Midwest,No Annual Fee,Past Inquiry,800+,15+ yrs,2024-06-10,,0,0,1.68,0.0,-1.0,,Not Acquired,,2024-06
30935,130935,Manufacturing,Small (10-49),West,No Annual Fee,Partner Referral,750-799,3-7 yrs,2023-07-18,,0,0,1.68,0.0,-1.0,,Not Acquired,,2023-07
30936,130936,Logistics,Small (10-49),Northeast,No Annual Fee,Past Inquiry,650-699,<1 yr,2023-02-23,,0,0,1.69,0.0,-1.0,,Not Acquired,,2023-02
30937,130937,Construction,Small (10-49),Midwest,0% Intro APR,Cold List,700-749,7-15 yrs,2024-12-16,,0,0,1.89,0.0,-1.0,,Not Acquired,,2024-12
30938,130938,Retail,Small (10-49),West,0% Intro APR,Partner Referral,800+,3-7 yrs,2024-06-25,,0,0,2.03,0.0,-1.0,,Not Acquired,,2024-06
30939,130939,Finance,Micro (1-9),Southeast,0% Intro APR,Cold List,650-699,7-15 yrs,2024-01-18,,0,0,1.94,0.0,-1.0,,Not Acquired,,2024-01
