prospect_id,industry,business_size,region,offer_type,acquisition_channel,credit_score_band,years_in_business,mailer_sent_date,response_date,response_flag,acquisition_flag,mailing_cost_usd,estimated_monthly_charge_volume_usd,roi,cost_per_acquisition,prospect_value_tier
123857,Retail,Small (10-49),Southeast,Cash Back 2%,Cold List,800+,<1 yr,2024-08-09,,0,0,1.88,0.0,-1.0,,Not Acquired
123858,Construction,Large (250+),Northeast,Rewards Points 3x,Past Inquiry,800+,15+ yrs,2024-05-15,,0,0,2.15,0.0,-1.0,,Not Acquired
123859,Hospitality,Small (10-49),West,Cash Back 2%,Cold List,700-749,7-15 yrs,2023-01-05,,0,0,1.77,0.0,-1.0,,Not Acquired
123860,Real Estate,Large (250+),Midwest,No Annual Fee,Cold List,750-799,3-7 yrs,2024-12-03,,0,0,1.63,0.0,-1.0,,Not Acquired
123861,Logistics,Micro (1-9),Northeast,0% Intro APR,Cold List,750-799,3-7 yrs,2024-01-10,,0,0,1.87,0.0,-1.0,,Not Acquired
123862,Real Estate,Micro (1-9),Northeast,Travel Miles 2x,Partner Referral,600-649,15+ yrs,2024-08-02,,0,0,2.17,0.0,-1.0,,Not Acquired
123863,Finance,Medium (50-249),Southwest,0% Intro APR,Cold List,700-749,3-7 yrs,2023-04-07,,0,0,1.86,0.0,-1.0,,Not Acquired
123864,Finance,Small (10-49),Midwest,No Annual Fee,Partner Referral,800+,15+ yrs,2024-03-20,,0,0,1.71,0.0,-1.0,,Not Acquired
123865,Healthcare,Micro (1-9),Midwest,Travel Miles 2x,Lookalike Audience,700-749,7-15 yrs,2023-04-19,,0,0,2.24,0.0,-1.0,,Not Acquired
123866,Logistics,Micro (1-9),Northeast,0% Intro APR,Cold List,700-749,7-15 yrs,2023-04-25,,0,0,1.89,0.0,-1.0,,Not Acquired
123867,Logistics,Small (10-49),Northeast,No Annual Fee,Lookalike Audience,600-649,7-15 yrs,2024-05-30,,0,0,1.63,0.0,-1.0,,Not Acquired
123868,Technology,Medium (50-249),Southwest,No Annual Fee,Past Inquiry,750-799,1-3 yrs,2024-03-23,,0,0,1.64,0.0,-1.0,,Not Acquired
123869,Construction,Small (10-49),Southeast,Travel Miles 2x,Partner Referral,600-649,3-7 yrs,2023-08-05,,0,0,2.2,0.0,-1.0,,Not Acquired
123870,Education,Small (10-49),Southwest,0% Intro APR,Cold List,750-799,7-15 yrs,2024-07-02,,0,0,1.88,0.0,-1.0,,Not Acquired
123871,Logistics,Large (250+),Midwest,0% Intro APR,Past Inquiry,750-799,3-7 yrs,2024-01-16,,0,0,1.94,0.0,-1.0,,Not Acquired
123872,Real Estate,Large (250+),Midwest,No Annual Fee,Partner Referral,750-799,15+ yrs,2023-12-07,,0,0,1.58,0.0,-1.0,,Not Acquired
123873,Finance,Micro (1-9),West,Cash Back 2%,Cold List,700-749,7-15 yrs,2024-07-17,,0,0,1.85,0.0,-1.0,,Not Acquired
123874,Real Estate,Micro (1-9),Northeast,Travel Miles 2x,Cold List,750-799,3-7 yrs,2024-07-17,,0,0,2.31,0.0,-1.0,,Not Acquired
123875,Logistics,Small (10-49),Southeast,Rewards Points 3x,Past Inquiry,650-699,7-15 yrs,2023-03-25,,0,0,2.01,0.0,-1.0,,Not Acquired
123876,Logistics,Micro (1-9),Southeast,Rewards Points 3x,Lookalike Audience,800+,7-15 yrs,2024-08-25,,0,0,2.08,0.0,-1.0,,Not Acquired
123877,Real Estate,Medium (50-249),Southwest,No Annual Fee,Past Inquiry,750-799,15+ yrs,2023-11-17,,0,0,1.71,0.0,-1.0,,Not Acquired
123878,Real Estate,Micro (1-9),Southeast,0% Intro APR,Partner Referral,650-699,1-3 yrs,2024-08-05,,0,0,1.89,0.0,-1.0,,Not Acquired
123879,Healthcare,Small (10-49),Midwest,Rewards Points 3x,Cold List,600-649,3-7 yrs,2024-04-19,,0,0,2.07,0.0,-1.0,,Not Acquired
123880,Healthcare,Large (250+),Southeast,Cash Back 2%,Lookalike Audience,600-649,7-15 yrs,2024-12-07,,0,0,1.85,0.0,-1.0,,Not Acquired
123881,Construction,Medium (50-249),Northeast,Cash Back 2%,Partner Referral,800+,3-7 yrs,2024-04-26,2024-05-08,1,1,1.81,33169.87,365.5179,1.81,High Value
123882,Construction,Medium (50-249),Northeast,No Annual Fee,Cold List,650-699,7-15 yrs,2024-12-21,,0,0,1.66,0.0,-1.0,,Not Acquired
123883,Technology,Micro (1-9),Southeast,Rewards Points 3x,Cold List,750-799,7-15 yrs,2024-12-08,,0,0,2.14,0.0,-1.0,,Not Acquired
123884,Hospitality,Small (10-49),Northeast,Travel Miles 2x,Cold List,700-749,15+ yrs,2023-04-07,,0,0,2.3,0.0,-1.0,,Not Acquired
123885,Education,Micro (1-9),West,Rewards Points 3x,Partner Referral,750-799,<1 yr,2024-01-26,,0,0,2.05,0.0,-1.0,,Not Acquired
123886,Real Estate,Small (10-49),West,Travel Miles 2x,Partner Referral,700-749,7-15 yrs,2024-07-23,,0,0,2.25,0.0,-1.0,,Not Acquired
123887,Real Estate,Small (10-49),West,Rewards Points 3x,Cold List,700-749,7-15 yrs,2024-06-13,,0,0,2.08,0.0,-1.0,,Not Acquired
123888,Manufacturing,Micro (1-9),Northeast,Rewards Points 3x,Partner Referral,700-749,1-3 yrs,2023-02-15,,0,0,2.13,0.0,-1.0,,Not Acquired
123889,Construction,Large (250+),Southeast,0% Intro APR,Lookalike Audience,650-699,1-3 yrs,2024-12-26,,0,0,1.95,0.0,-1.0,,Not Acquired
123890,Finance,Micro (1-9),West,Cash Back 2%,Past Inquiry,600-649,3-7 yrs,2023-02-21,,0,0,1.71,0.0,-1.0,,Not Acquired
123891,Manufacturing,Micro (1-9),Southeast,Rewards Points 3x,Partner Referral,800+,3-7 yrs,2023-12-14,,0,0,2.08,0.0,-1.0,,Not Acquired
123892,Technology,Micro (1-9),Southwest,0% Intro APR,Lookalike Audience,700-749,3-7 yrs,2023-08-31,,0,0,2.02,0.0,-1.0,,Not Acquired
123893,Manufacturing,Small (10-49),Northeast,0% Intro APR,Past Inquiry,600-649,1-3 yrs,2024-05-05,,0,0,1.91,0.0,-1.0,,Not Acquired
123894,Finance,Small (10-49),Southwest,Travel Miles 2x,Past Inquiry,750-799,15+ yrs,2024-07-01,,0,0,2.24,0.0,-1.0,,Not Acquired
123895,Hospitality,Medium (50-249),West,0% Intro APR,Cold List,750-799,7-15 yrs,2024-12-17,,0,0,1.91,0.0,-1.0,,Not Acquired
123896,Finance,Small (10-49),Southeast,No Annual Fee,Cold List,650-699,3-7 yrs,2024-09-10,,0,0,1.58,0.0,-1.0,,Not Acquired
123897,Hospitality,Micro (1-9),Southeast,Travel Miles 2x,Cold List,600-649,<1 yr,2023-08-10,,0,0,2.31,0.0,-1.0,,Not Acquired
123898,Finance,Micro (1-9),Midwest,0% Intro APR,Past Inquiry,750-799,7-15 yrs,2023-03-10,,0,0,1.95,0.0,-1.0,,Not Acquired
123899,Manufacturing,Medium (50-249),Southwest,Rewards Points 3x,Cold List,700-749,7-15 yrs,2024-07-14,,0,0,2.11,0.0,-1.0,,Not Acquired
123900,Technology,Medium (50-249),Southeast,Rewards Points 3x,Cold List,750-799,7-15 yrs,2024-01-20,,0,0,2.09,0.0,-1.0,,Not Acquired
123901,Logistics,Small (10-49),Midwest,Rewards Points 3x,Cold List,800+,7-15 yrs,2024-09-15,,0,0,2.2,0.0,-1.0,,Not Acquired
123902,Construction,Small (10-49),Northeast,No Annual Fee,Cold List,650-699,7-15 yrs,2023-06-08,,0,0,1.67,0.0,-1.0,,Not Acquired
123903,Retail,Micro (1-9),Northeast,0% Intro APR,Past Inquiry,750-799,7-15 yrs,2024-06-04,,0,0,1.88,0.0,-1.0,,Not Acquired
123904,Education,Medium (50-249),Southeast,Rewards Points 3x,Cold List,600-649,15+ yrs,2024-08-18,,0,0,2.05,0.0,-1.0,,Not Acquired
123905,Finance,Medium (50-249),Southwest,No Annual Fee,Cold List,700-749,1-3 yrs,2024-05-06,,0,0,1.69,0.0,-1.0,,Not Acquired
123906,Real Estate,Medium (50-249),Southeast,Travel Miles 2x,Lookalike Audience,650-699,7-15 yrs,2023-06-26,,0,0,2.2,0.0,-1.0,,Not Acquired
123907,Real Estate,Small (10-49),West,Cash Back 2%,Partner Referral,750-799,15+ yrs,2024-06-05,,0,0,1.77,0.0,-1.0,,Not Acquired
123908,Hospitality,Small (10-49),Midwest,No Annual Fee,Lookalike Audience,650-699,<1 yr,2023-10-10,,0,0,1.66,0.0,-1.0,,Not Acquired
123909,Construction,Micro (1-9),Southeast,Rewards Points 3x,Cold List,700-749,3-7 yrs,2023-12-06,,0,0,2.01,0.0,-1.0,,Not Acquired
123910,Manufacturing,Large (250+),Midwest,0% Intro APR,Lookalike Audience,800+,15+ yrs,2023-11-15,,0,0,1.89,0.0,-1.0,,Not Acquired
123911,Healthcare,Small (10-49),West,No Annual Fee,Cold List,750-799,7-15 yrs,2023-02-24,2023-03-24,1,1,1.61,5280.45,64.5957,1.61,Mid Value
123912,Technology,Medium (50-249),Southwest,0% Intro APR,Partner Referral,750-799,<1 yr,2023-04-09,,0,0,1.98,0.0,-1.0,,Not Acquired
123913,Finance,Small (10-49),Southwest,Cash Back 2%,Past Inquiry,650-699,3-7 yrs,2024-06-10,,0,0,1.75,0.0,-1.0,,Not Acquired
123914,Hospitality,Small (10-49),West,No Annual Fee,Cold List,600-649,1-3 yrs,2023-05-22,,0,0,1.72,0.0,-1.0,,Not Acquired
123915,Retail,Medium (50-249),Southwest,0% Intro APR,Partner Referral,700-749,3-7 yrs,2023-06-22,,0,0,1.92,0.0,-1.0,,Not Acquired
123916,Manufacturing,Medium (50-249),Southwest,Rewards Points 3x,Cold List,700-749,15+ yrs,2024-05-03,,0,0,2.04,0.0,-1.0,,Not Acquired
123917,Healthcare,Micro (1-9),Northeast,0% Intro APR,Cold List,800+,7-15 yrs,2023-06-16,,0,0,1.92,0.0,-1.0,,Not Acquired
123918,Construction,Small (10-49),Northeast,No Annual Fee,Cold List,800+,7-15 yrs,2023-01-02,,0,0,1.63,0.0,-1.0,,Not Acquired
123919,Hospitality,Small (10-49),West,0% Intro APR,Lookalike Audience,700-749,7-15 yrs,2023-02-25,,0,0,1.89,0.0,-1.0,,Not Acquired
123920,Healthcare,Small (10-49),Midwest,Travel Miles 2x,Lookalike Audience,750-799,1-3 yrs,2023-07-01,,0,0,2.16,0.0,-1.0,,Not Acquired
123921,Manufacturing,Small (10-49),West,0% Intro APR,Past Inquiry,800+,3-7 yrs,2024-07-18,2024-07-31,1,1,1.98,3019.99,29.5049,1.98,Low Value
123922,Healthcare,Small (10-49),Midwest,Travel Miles 2x,Cold List,800+,1-3 yrs,2024-09-21,,0,0,2.27,0.0,-1.0,,Not Acquired
123923,Real Estate,Micro (1-9),Southwest,Travel Miles 2x,Lookalike Audience,800+,3-7 yrs,2023-10-29,,0,0,2.33,0.0,-1.0,,Not Acquired
123924,Healthcare,Micro (1-9),Northeast,Cash Back 2%,Cold List,800+,15+ yrs,2024-07-03,,0,0,1.76,0.0,-1.0,,Not Acquired
123925,Construction,Small (10-49),Northeast,Rewards Points 3x,Lookalike Audience,600-649,7-15 yrs,2023-05-11,,0,0,2.01,0.0,-1.0,,Not Acquired
123926,Technology,Small (10-49),Northeast,0% Intro APR,Lookalike Audience,650-699,1-3 yrs,2024-10-02,,0,0,1.97,0.0,-1.0,,Not Acquired
123927,Technology,Micro (1-9),Midwest,Travel Miles 2x,Past Inquiry,700-749,15+ yrs,2023-08-23,,0,0,2.27,0.0,-1.0,,Not Acquired
123928,Retail,Micro (1-9),Southwest,Cash Back 2%,Lookalike Audience,800+,15+ yrs,2023-05-19,,0,0,1.79,0.0,-1.0,,Not Acquired
123929,Education,Medium (50-249),Midwest,No Annual Fee,Cold List,750-799,15+ yrs,2024-11-09,,0,0,1.69,0.0,-1.0,,Not Acquired
123930,Technology,Small (10-49),Northeast,Rewards Points 3x,Partner Referral,650-699,7-15 yrs,2023-06-09,,0,0,2.0,0.0,-1.0,,Not Acquired
123931,Construction,Medium (50-249),Northeast,Rewards Points 3x,Cold List,700-749,1-3 yrs,2023-03-02,,0,0,2.02,0.0,-1.0,,Not Acquired
123932,Education,Micro (1-9),Southwest,0% Intro APR,Past Inquiry,600-649,1-3 yrs,2023-09-16,,0,0,1.9,0.0,-1.0,,Not Acquired
123933,Hospitality,Medium (50-249),Northeast,0% Intro APR,Cold List,750-799,3-7 yrs,2023-04-01,,0,0,1.93,0.0,-1.0,,Not Acquired
123934,Manufacturing,Small (10-49),Southeast,Travel Miles 2x,Partner Referral,600-649,3-7 yrs,2023-10-12,,0,0,2.17,0.0,-1.0,,Not Acquired
123935,Real Estate,Micro (1-9),West,Cash Back 2%,Lookalike Audience,800+,7-15 yrs,2023-10-13,,0,0,1.86,0.0,-1.0,,Not Acquired
123936,Hospitality,Medium (50-249),Northeast,Rewards Points 3x,Past Inquiry,650-699,7-15 yrs,2024-05-13,,0,0,2.14,0.0,-1.0,,Not Acquired
123937,Retail,Small (10-49),Southwest,Cash Back 2%,Past Inquiry,700-749,7-15 yrs,2023-10-13,,0,0,1.77,0.0,-1.0,,Not Acquired
123938,Logistics,Micro (1-9),Northeast,0% Intro APR,Cold List,700-749,3-7 yrs,2024-11-01,,0,0,1.88,0.0,-1.0,,Not Acquired
123939,Manufacturing,Micro (1-9),West,Cash Back 2%,Partner Referral,700-749,1-3 yrs,2023-08-05,,0,0,1.78,0.0,-1.0,,Not Acquired
123940,Hospitality,Micro (1-9),Southwest,Travel Miles 2x,Lookalike Audience,750-799,<1 yr,2023-05-15,,0,0,2.19,0.0,-1.0,,Not Acquired
123941,Manufacturing,Micro (1-9),West,0% Intro APR,Cold List,700-749,1-3 yrs,2024-06-21,,0,0,1.89,0.0,-1.0,,Not Acquired
123942,Logistics,Micro (1-9),Southeast,No Annual Fee,Cold List,800+,7-15 yrs,2023-04-23,,0,0,1.59,0.0,-1.0,,Not Acquired
123943,Retail,Small (10-49),West,No Annual Fee,Past Inquiry,700-749,15+ yrs,2023-03-09,,0,0,1.58,0.0,-1.0,,Not Acquired
123944,Education,Large (250+),Southwest,Travel Miles 2x,Cold List,800+,3-7 yrs,2024-03-07,,0,0,2.24,0.0,-1.0,,Not Acquired
123945,Retail,Small (10-49),West,Travel Miles 2x,Cold List,700-749,15+ yrs,2024-01-04,,0,0,2.22,0.0,-1.0,,Not Acquired
123946,Technology,Large (250+),Midwest,Cash Back 2%,Cold List,800+,7-15 yrs,2024-08-14,,0,0,1.87,0.0,-1.0,,Not Acquired
123947,Construction,Medium (50-249),West,No Annual Fee,Lookalike Audience,750-799,3-7 yrs,2024-09-08,,0,0,1.68,0.0,-1.0,,Not Acquired
123948,Logistics,Large (250+),Midwest,Travel Miles 2x,Partner Referral,750-799,7-15 yrs,2024-12-28,,0,0,2.35,0.0,-1.0,,Not Acquired
123949,Construction,Large (250+),Midwest,No Annual Fee,Partner Referral,800+,15+ yrs,2023-07-20,,0,0,1.62,0.0,-1.0,,Not Acquired
123950,Logistics,Micro (1-9),Southeast,Cash Back 2%,Partner Referral,650-699,7-15 yrs,2024-12-18,,0,0,1.84,0.0,-1.0,,Not Acquired
123951,Manufacturing,Micro (1-9),Northeast,Travel Miles 2x,Cold List,750-799,<1 yr,2023-01-11,,0,0,2.31,0.0,-1.0,,Not Acquired
123952,Logistics,Large (250+),West,No Annual Fee,Partner Referral,600-649,3-7 yrs,2024-11-20,,0,0,1.65,0.0,-1.0,,Not Acquired
123953,Construction,Small (10-49),Southeast,Cash Back 2%,Cold List,800+,7-15 yrs,2023-05-10,,0,0,1.88,0.0,-1.0,,Not Acquired
123954,Real Estate,Large (250+),Midwest,Cash Back 2%,Lookalike Audience,700-749,3-7 yrs,2024-10-04,,0,0,1.74,0.0,-1.0,,Not Acquired
123955,Technology,Medium (50-249),Northeast,Travel Miles 2x,Lookalike Audience,700-749,15+ yrs,2023-01-14,,0,0,2.27,0.0,-1.0,,Not Acquired
123956,Retail,Large (250+),Southeast,No Annual Fee,Partner Referral,750-799,3-7 yrs,2023-05-11,,0,0,1.66,0.0,-1.0,,Not Acquired
123957,Retail,Medium (50-249),Northeast,Cash Back 2%,Partner Referral,800+,1-3 yrs,2023-02-06,,0,0,1.89,0.0,-1.0,,Not Acquired
123958,Education,Medium (50-249),Northeast,No Annual Fee,Cold List,750-799,3-7 yrs,2024-10-11,,0,0,1.59,0.0,-1.0,,Not Acquired
123959,Healthcare,Small (10-49),Midwest,Rewards Points 3x,Cold List,800+,7-15 yrs,2023-08-01,,0,0,2.14,0.0,-1.0,,Not Acquired
123960,Technology,Medium (50-249),Southwest,Cash Back 2%,Cold List,700-749,7-15 yrs,2023-02-21,,0,0,1.81,0.0,-1.0,,Not Acquired
123961,Construction,Medium (50-249),West,0% Intro APR,Past Inquiry,650-699,<1 yr,2023-10-11,,0,0,1.93,0.0,-1.0,,Not Acquired
123962,Real Estate,Small (10-49),Midwest,Rewards Points 3x,Lookalike Audience,700-749,3-7 yrs,2024-12-13,,0,0,2.19,0.0,-1.0,,Not Acquired
123963,Logistics,Small (10-49),Southwest,Travel Miles 2x,Cold List,650-699,3-7 yrs,2023-06-02,,0,0,2.34,0.0,-1.0,,Not Acquired
123964,Education,Small (10-49),Southeast,Travel Miles 2x,Past Inquiry,750-799,7-15 yrs,2023-08-13,,0,0,2.33,0.0,-1.0,,Not Acquired
123965,Logistics,Small (10-49),Midwest,0% Intro APR,Past Inquiry,800+,7-15 yrs,2023-05-15,,0,0,1.98,0.0,-1.0,,Not Acquired
123966,Real Estate,Micro (1-9),West,Rewards Points 3x,Cold List,700-749,7-15 yrs,2023-05-14,,0,0,2.07,0.0,-1.0,,Not Acquired
123967,Technology,Micro (1-9),West,Rewards Points 3x,Partner Referral,700-749,1-3 yrs,2024-03-25,,0,0,2.01,0.0,-1.0,,Not Acquired
123968,Finance,Small (10-49),Midwest,Cash Back 2%,Past Inquiry,800+,15+ yrs,2024-05-24,,0,0,1.85,0.0,-1.0,,Not Acquired
123969,Finance,Small (10-49),Southwest,Travel Miles 2x,Cold List,750-799,<1 yr,2024-01-03,,0,0,2.29,0.0,-1.0,,Not Acquired
123970,Technology,Medium (50-249),West,Rewards Points 3x,Past Inquiry,700-749,1-3 yrs,2023-05-11,,0,0,2.2,0.0,-1.0,,Not Acquired
123971,Technology,Small (10-49),Southeast,Rewards Points 3x,Lookalike Audience,600-649,7-15 yrs,2024-12-13,,0,0,2.13,0.0,-1.0,,Not Acquired
123972,Healthcare,Micro (1-9),Midwest,Cash Back 2%,Cold List,700-749,1-3 yrs,2023-04-16,,0,0,1.81,0.0,-1.0,,Not Acquired
123973,Real Estate,Small (10-49),Midwest,Travel Miles 2x,Lookalike Audience,650-699,<1 yr,2023-09-07,,0,0,2.35,0.0,-1.0,,Not Acquired
123974,Hospitality,Small (10-49),West,No Annual Fee,Cold List,700-749,15+ yrs,2024-01-17,,0,0,1.62,0.0,-1.0,,Not Acquired
123975,Hospitality,Micro (1-9),Northeast,No Annual Fee,Lookalike Audience,750-799,15+ yrs,2023-07-18,,0,0,1.71,0.0,-1.0,,Not Acquired
123976,Education,Medium (50-249),West,No Annual Fee,Past Inquiry,700-749,3-7 yrs,2023-02-12,,0,0,1.65,0.0,-1.0,,Not Acquired
123977,Education,Medium (50-249),Midwest,Rewards Points 3x,Lookalike Audience,650-699,7-15 yrs,2023-05-14,,0,0,2.09,0.0,-1.0,,Not Acquired
123978,Technology,Small (10-49),Northeast,No Annual Fee,Cold List,650-699,3-7 yrs,2024-05-30,,0,0,1.73,0.0,-1.0,,Not Acquired
123979,Technology,Micro (1-9),Southwest,Travel Miles 2x,Lookalike Audience,750-799,15+ yrs,2023-04-06,,0,0,2.31,0.0,-1.0,,Not Acquired
123980,Hospitality,Small (10-49),Southwest,Cash Back 2%,Cold List,700-749,7-15 yrs,2024-03-03,,0,0,1.76,0.0,-1.0,,Not Acquired
123981,Finance,Small (10-49),Southeast,Cash Back 2%,Past Inquiry,650-699,1-3 yrs,2023-12-10,,0,0,1.88,0.0,-1.0,,Not Acquired
123982,Retail,Small (10-49),Northeast,Cash Back 2%,Partner Referral,700-749,<1 yr,2023-02-18,,0,0,1.87,0.0,-1.0,,Not Acquired
123983,Healthcare,Micro (1-9),Southwest,Rewards Points 3x,Cold List,800+,3-7 yrs,2024-02-21,,0,0,2.19,0.0,-1.0,,Not Acquired
123984,Retail,Medium (50-249),Northeast,Cash Back 2%,Past Inquiry,750-799,1-3 yrs,2023-09-17,,0,0,1.72,0.0,-1.0,,Not Acquired
123985,Hospitality,Micro (1-9),Midwest,No Annual Fee,Partner Referral,750-799,7-15 yrs,2024-02-10,,0,0,1.62,0.0,-1.0,,Not Acquired
123986,Retail,Micro (1-9),Midwest,No Annual Fee,Partner Referral,600-649,15+ yrs,2023-07-21,,0,0,1.68,0.0,-1.0,,Not Acquired
123987,Education,Micro (1-9),West,0% Intro APR,Lookalike Audience,700-749,3-7 yrs,2023-01-03,,0,0,1.92,0.0,-1.0,,Not Acquired
123988,Retail,Micro (1-9),Northeast,Cash Back 2%,Lookalike Audience,650-699,7-15 yrs,2024-11-29,,0,0,1.85,0.0,-1.0,,Not Acquired
123989,Hospitality,Small (10-49),West,Cash Back 2%,Lookalike Audience,800+,3-7 yrs,2023-02-28,,0,0,1.81,0.0,-1.0,,Not Acquired
123990,Technology,Micro (1-9),Midwest,No Annual Fee,Cold List,750-799,15+ yrs,2023-12-19,,0,0,1.69,0.0,-1.0,,Not Acquired
123991,Healthcare,Small (10-49),Southeast,No Annual Fee,Lookalike Audience,700-749,3-7 yrs,2024-09-01,,0,0,1.64,0.0,-1.0,,Not Acquired
123992,Education,Micro (1-9),Southeast,No Annual Fee,Lookalike Audience,650-699,<1 yr,2023-08-25,,0,0,1.68,0.0,-1.0,,Not Acquired
123993,Education,Medium (50-249),Midwest,0% Intro APR,Past Inquiry,750-799,7-15 yrs,2024-03-26,,0,0,2.01,0.0,-1.0,,Not Acquired
123994,Construction,Medium (50-249),West,Rewards Points 3x,Past Inquiry,650-699,15+ yrs,2024-04-12,,0,0,2.18,0.0,-1.0,,Not Acquired
123995,Manufacturing,Small (10-49),Southeast,0% Intro APR,Partner Referral,750-799,1-3 yrs,2024-04-15,,0,0,2.03,0.0,-1.0,,Not Acquired
123996,Finance,Medium (50-249),Midwest,No Annual Fee,Cold List,800+,7-15 yrs,2023-12-31,,0,0,1.66,0.0,-1.0,,Not Acquired
123997,Education,Large (250+),West,Cash Back 2%,Partner Referral,750-799,1-3 yrs,2024-02-12,,0,0,1.79,0.0,-1.0,,Not Acquired
123998,Construction,Small (10-49),Northeast,Rewards Points 3x,Cold List,650-699,7-15 yrs,2024-08-21,,0,0,2.17,0.0,-1.0,,Not Acquired
123999,Retail,Micro (1-9),Southeast,Cash Back 2%,Past Inquiry,650-699,7-15 yrs,2023-04-09,,0,0,1.74,0.0,-1.0,,Not Acquired
124000,Logistics,Large (250+),Southwest,Travel Miles 2x,Lookalike Audience,700-749,1-3 yrs,2024-09-17,,0,0,2.26,0.0,-1.0,,Not Acquired
124001,Manufacturing,Medium (50-249),Midwest,No Annual Fee,Partner Referral,750-799,7-15 yrs,2024-07-04,,0,0,1.6,0.0,-1.0,,Not Acquired
124002,Hospitality,Medium (50-249),Southwest,Travel Miles 2x,Cold List,700-749,15+ yrs,2023-08-18,,0,0,2.29,0.0,-1.0,,Not Acquired
124003,Manufacturing,Large (250+),Midwest,Cash Back 2%,Cold List,800+,1-3 yrs,2023-05-16,,0,0,1.76,0.0,-1.0,,Not Acquired
124004,Healthcare,Small (10-49),Southeast,0% Intro APR,Cold List,750-799,7-15 yrs,2023-03-14,,0,0,1.91,0.0,-1.0,,Not Acquired
124005,Hospitality,Micro (1-9),Northeast,No Annual Fee,Cold List,800+,1-3 yrs,2024-12-01,,0,0,1.68,0.0,-1.0,,Not Acquired
124006,Technology,Small (10-49),Northeast,No Annual Fee,Cold List,750-799,1-3 yrs,2023-01-24,,0,0,1.7,0.0,-1.0,,Not Acquired
124007,Real Estate,Small (10-49),Southeast,Rewards Points 3x,Cold List,800+,7-15 yrs,2024-10-29,,0,0,2.01,0.0,-1.0,,Not Acquired
124008,Education,Medium (50-249),West,Rewards Points 3x,Past Inquiry,650-699,7-15 yrs,2023-06-15,,0,0,2.17,0.0,-1.0,,Not Acquired
124009,Manufacturing,Medium (50-249),Southwest,Travel Miles 2x,Lookalike Audience,650-699,1-3 yrs,2024-09-04,,0,0,2.32,0.0,-1.0,,Not Acquired
124010,Healthcare,Micro (1-9),Southwest,0% Intro APR,Cold List,800+,15+ yrs,2023-04-02,,0,0,2.03,0.0,-1.0,,Not Acquired
124011,Retail,Small (10-49),Northeast,Cash Back 2%,Past Inquiry,700-749,15+ yrs,2024-03-01,,0,0,1.71,0.0,-1.0,,Not Acquired
124012,Construction,Small (10-49),Midwest,0% Intro APR,Past Inquiry,700-749,1-3 yrs,2024-11-30,,0,0,1.99,0.0,-1.0,,Not Acquired
124013,Logistics,Micro (1-9),Southwest,Rewards Points 3x,Cold List,800+,<1 yr,2024-12-03,,0,0,2.0,0.0,-1.0,,Not Acquired
124014,Hospitality,Small (10-49),West,Cash Back 2%,Cold List,700-749,3-7 yrs,2023-03-17,,0,0,1.81,0.0,-1.0,,Not Acquired
124015,Real Estate,Micro (1-9),West,Cash Back 2%,Cold List,800+,7-15 yrs,2024-04-25,,0,0,1.79,0.0,-1.0,,Not Acquired
124016,Education,Large (250+),Southwest,Travel Miles 2x,Past Inquiry,700-749,7-15 yrs,2023-11-02,,0,0,2.36,0.0,-1.0,,Not Acquired
124017,Technology,Small (10-49),West,Travel Miles 2x,Past Inquiry,650-699,15+ yrs,2024-01-23,,0,0,2.2,0.0,-1.0,,Not Acquired
124018,Retail,Medium (50-249),Southeast,Cash Back 2%,Past Inquiry,750-799,7-15 yrs,2024-09-14,,0,0,1.72,0.0,-1.0,,Not Acquired
124019,Manufacturing,Medium (50-249),Midwest,Rewards Points 3x,Lookalike Audience,800+,<1 yr,2023-02-11,,0,0,2.05,0.0,-1.0,,Not Acquired
124020,Healthcare,Large (250+),Southwest,No Annual Fee,Past Inquiry,800+,7-15 yrs,2023-06-12,,0,0,1.57,0.0,-1.0,,Not Acquired
124021,Logistics,Large (250+),Northeast,Travel Miles 2x,Cold List,700-749,3-7 yrs,2024-08-19,,0,0,2.26,0.0,-1.0,,Not Acquired
124022,Education,Micro (1-9),Southeast,No Annual Fee,Past Inquiry,600-649,7-15 yrs,2024-06-27,,0,0,1.6,0.0,-1.0,,Not Acquired
124023,Finance,Medium (50-249),Southeast,0% Intro APR,Cold List,700-749,1-3 yrs,2023-08-12,,0,0,1.89,0.0,-1.0,,Not Acquired
124024,Real Estate,Small (10-49),Southwest,Cash Back 2%,Past Inquiry,750-799,15+ yrs,2023-05-03,,0,0,1.76,0.0,-1.0,,Not Acquired
124025,Education,Small (10-49),Midwest,0% Intro APR,Lookalike Audience,600-649,7-15 yrs,2023-01-30,,0,0,1.9,0.0,-1.0,,Not Acquired
124026,Construction,Small (10-49),West,No Annual Fee,Cold List,700-749,<1 yr,2023-09-27,,0,0,1.58,0.0,-1.0,,Not Acquired
124027,Finance,Small (10-49),West,Cash Back 2%,Past Inquiry,750-799,3-7 yrs,2023-09-11,,0,0,1.72,0.0,-1.0,,Not Acquired
124028,Manufacturing,Small (10-49),West,Cash Back 2%,Lookalike Audience,650-699,15+ yrs,2024-07-08,,0,0,1.85,0.0,-1.0,,Not Acquired
124029,Hospitality,Small (10-49),Northeast,No Annual Fee,Lookalike Audience,750-799,3-7 yrs,2023-10-10,,0,0,1.66,0.0,-1.0,,Not Acquired
